"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Variável - Área plantada ou destinada à colheita (Hectares)"
"Cód.","Município","Ano x Produto das lavouras temporárias e permanentes"
"Cód.","Município","2010"
"Cód.","Município","Total"
"2110302","Santo Antônio dos Lopes (MA)","4211"
"2110401","São Benedito do Rio Preto (MA)","5833"
"2110500","São Bento (MA)","3692"
"2110609","São Bernardo (MA)","5899"
"2110658","São Domingos do Azeitão (MA)","30888"
"2110708","São Domingos do Maranhão (MA)","18272"
"2110807","São Félix de Balsas (MA)","2343"
"2110856","São Francisco do Brejão (MA)","563"
"2110906","São Francisco do Maranhão (MA)","4690"
"2111003","São João Batista (MA)","1820"
"2111029","São João do Carú (MA)","15159"
"2111052","São João do Paraíso (MA)","3024"
"2111078","São João do Soter (MA)","6336"
"2111102","São João dos Patos (MA)","3810"
"2111201","São José de Ribamar (MA)","48"
"2111250","São José dos Basílios (MA)","5238"
"2111300","São Luís (MA)","292"
"2111409","São Luís Gonzaga do Maranhão (MA)","9068"
"2111508","São Mateus do Maranhão (MA)","6056"
"2111532","São Pedro da Água Branca (MA)","144"
"2111573","São Pedro dos Crentes (MA)","3629"
"2111607","São Raimundo das Mangabeiras (MA)","54720"
"2111631","São Raimundo do Doca Bezerra (MA)","3959"
"2111672","São Roberto (MA)","1838"
"2111706","São Vicente Ferrer (MA)","3421"
"2111722","Satubinha (MA)","1917"
"2111748","Senador Alexandre Costa (MA)","5960"
"2111763","Senador La Rocque (MA)","2455"
"2111789","Serrano do Maranhão (MA)","2972"
"2111805","Sítio Novo (MA)","2839"
"2111904","Sucupira do Norte (MA)","5158"
"2111953","Sucupira do Riachão (MA)","2067"
"2112001","Tasso Fragoso (MA)","116298"
"2112100","Timbiras (MA)","8425"
"2112209","Timon (MA)","9137"
"2112233","Trizidela do Vale (MA)","1660"
"2112274","Tufilândia (MA)","1843"
"2112308","Tuntum (MA)","14331"
"2112407","Turiaçu (MA)","10494"
"2112456","Turilândia (MA)","5929"
"2112506","Tutóia (MA)","10376"
"2112605","Urbano Santos (MA)","9532"
"2112704","Vargem Grande (MA)","13094"
"2112803","Viana (MA)","5662"
"2112852","Vila Nova dos Martírios (MA)","954"
"2112902","Vitória do Mearim (MA)","3019"
"2113009","Vitorino Freire (MA)","9273"
"2114007","Zé Doca (MA)","14701"
"2200053","Acauã (PI)","5277"
"2200103","Agricolândia (PI)","2386"
"2200202","Água Branca (PI)","1496"
"2200251","Alagoinha do Piauí (PI)","15945"
"2200277","Alegrete do Piauí (PI)","2717"
"2200301","Alto Longá (PI)","2984"
"2200400","Altos (PI)","4319"
"2200459","Alvorada do Gurguéia (PI)","6037"
"2200509","Amarante (PI)","6156"
"2200608","Angical do Piauí (PI)","2424"
"2200707","Anísio de Abreu (PI)","5353"
"2200806","Antônio Almeida (PI)","5702"
"2200905","Aroazes (PI)","1907"
"2200954","Aroeiras do Itaim (PI)","2208"
"2201002","Arraial (PI)","1277"
"2201051","Assunção do Piauí (PI)","9968"
"2201101","Avelino Lopes (PI)","1355"
"2201150","Baixa Grande do Ribeiro (PI)","95897"
"2201176","Barra D'Alcântara (PI)","1477"
"2201200","Barras (PI)","7303"
"2201309","Barreiras do Piauí (PI)","580"
"2201408","Barro Duro (PI)","1733"
"2201507","Batalha (PI)","6745"
"2201556","Bela Vista do Piauí (PI)","1510"
"2201572","Belém do Piauí (PI)","2198"
"2201606","Beneditinos (PI)","1842"
"2201705","Bertolínia (PI)","2055"
"2201739","Betânia do Piauí (PI)","5504"
"2201770","Boa Hora (PI)","1435"
"2201804","Bocaina (PI)","2535"
"2201903","Bom Jesus (PI)","46834"
"2201919","Bom Princípio do Piauí (PI)","9530"
"2201929","Bonfim do Piauí (PI)","3428"
"2201945","Boqueirão do Piauí (PI)","1011"
"2201960","Brasileira (PI)","4027"
"2201988","Brejo do Piauí (PI)","2021"
"2202000","Buriti dos Lopes (PI)","4541"
"2202026","Buriti dos Montes (PI)","4671"
"2202059","Cabeceiras do Piauí (PI)","2944"
"2202075","Cajazeiras do Piauí (PI)","910"
"2202083","Cajueiro da Praia (PI)","1929"
"2202091","Caldeirão Grande do Piauí (PI)","8350"
"2202109","Campinas do Piauí (PI)","1096"
"2202117","Campo Alegre do Fidalgo (PI)","819"
"2202133","Campo Grande do Piauí (PI)","7224"
"2202174","Campo Largo do Piauí (PI)","1162"
"2202208","Campo Maior (PI)","3588"
"2202251","Canavieira (PI)","1679"
"2202307","Canto do Buriti (PI)","17333"
"2202406","Capitão de Campos (PI)","4672"
"2202455","Capitão Gervásio Oliveira (PI)","1007"
"2202505","Caracol (PI)","7841"
"2202539","Caraúbas do Piauí (PI)","1152"
"2202554","Caridade do Piauí (PI)","2305"
"2202604","Castelo do Piauí (PI)","3384"
"2202653","Caxingó (PI)","1340"
"2202703","Cocal (PI)","16976"
"2202711","Cocal de Telha (PI)","776"
"2202729","Cocal dos Alves (PI)","5561"
"2202737","Coivaras (PI)","1387"
"2202752","Colônia do Gurguéia (PI)","935"
"2202778","Colônia do Piauí (PI)","2342"
"2202802","Conceição do Canindé (PI)","553"
"2202851","Coronel José Dias (PI)","1650"
"2202901","Corrente (PI)","6715"
"2203008","Cristalândia do Piauí (PI)","2521"
"2203107","Cristino Castro (PI)","1885"
"2203206","Curimatá (PI)","1554"
"2203230","Currais (PI)","25735"
"2203255","Curralinhos (PI)","1161"
"2203271","Curral Novo do Piauí (PI)","1695"
"2203305","Demerval Lobão (PI)","1784"
"2203354","Dirceu Arcoverde (PI)","2130"
"2203404","Dom Expedito Lopes (PI)","6207"
"2203420","Domingos Mourão (PI)","2333"
"2203453","Dom Inocêncio (PI)","5068"
"2203503","Elesbão Veloso (PI)","7338"
"2203602","Eliseu Martins (PI)","1865"
"2203701","Esperantina (PI)","5556"
"2203750","Fartura do Piauí (PI)","1820"
"2203800","Flores do Piauí (PI)","2950"
"2203859","Floresta do Piauí (PI)","817"
"2203909","Floriano (PI)","6883"
"2204006","Francinópolis (PI)","1732"
"2204105","Francisco Ayres (PI)","2698"
"2204154","Francisco Macedo (PI)","2280"
"2204204","Francisco Santos (PI)","12530"
"2204303","Fronteiras (PI)","9731"
"2204352","Geminiano (PI)","4582"
"2204402","Gilbués (PI)","20800"
"2204501","Guadalupe (PI)","1397"
"2204550","Guaribas (PI)","2533"
"2204600","Hugo Napoleão (PI)","2252"
"2204659","Ilha Grande (PI)","693"
"2204709","Inhuma (PI)","8229"
"2204808","Ipiranga do Piauí (PI)","3647"
"2204907","Isaías Coelho (PI)","4844"
"2205003","Itainópolis (PI)","8738"
"2205102","Itaueira (PI)","8447"
"2205151","Jacobina do Piauí (PI)","2998"
"2205201","Jaicós (PI)","14238"
"2205250","Jardim do Mulato (PI)","1560"
"2205276","Jatobá do Piauí (PI)","2662"
"2205300","Jerumenha (PI)","1123"
"2205359","João Costa (PI)","1219"
"2205409","Joaquim Pires (PI)","3099"
"2205458","Joca Marques (PI)","1250"
"2205508","José de Freitas (PI)","8794"
"2205516","Juazeiro do Piauí (PI)","1284"
"2205524","Júlio Borges (PI)","1220"
"2205532","Jurema (PI)","5180"
"2205540","Lagoinha do Piauí (PI)","1729"
"2205557","Lagoa Alegre (PI)","1712"
"2205565","Lagoa do Barro do Piauí (PI)","1565"
"2205573","Lagoa de São Francisco (PI)","1753"
"2205581","Lagoa do Piauí (PI)","1030"
"2205599","Lagoa do Sítio (PI)","9431"
"2205607","Landri Sales (PI)","11734"
"2205706","Luís Correia (PI)","9618"
"2205805","Luzilândia (PI)","5945"
"2205854","Madeiro (PI)","1132"
"2205904","Manoel Emídio (PI)","7727"
"2205953","Marcolândia (PI)","1744"
"2206001","Marcos Parente (PI)","1100"
"2206050","Massapê do Piauí (PI)","3145"
"2206100","Matias Olímpio (PI)","1541"
"2206209","Miguel Alves (PI)","8316"
"2206308","Miguel Leão (PI)","1368"
"2206357","Milton Brandão (PI)","2735"
"2206407","Monsenhor Gil (PI)","4415"
"2206506","Monsenhor Hipólito (PI)","11517"
"2206605","Monte Alegre do Piauí (PI)","15757"
"2206654","Morro Cabeça no Tempo (PI)","1040"
"2206670","Morro do Chapéu do Piauí (PI)","1929"
"2206696","Murici dos Portelas (PI)","3355"
"2206704","Nazaré do Piauí (PI)","2738"
"2206720","Nazária (PI)","1881"
"2206753","Nossa Senhora de Nazaré (PI)","692"
"2206803","Nossa Senhora dos Remédios (PI)","1787"
"2206902","Novo Oriente do Piauí (PI)","3237"
"2206951","Novo Santo Antônio (PI)","1900"
"2207009","Oeiras (PI)","6930"
"2207108","Olho D'Água do Piauí (PI)","2113"
"2207207","Padre Marcos (PI)","4286"
"2207306","Paes Landim (PI)","1530"
"2207355","Pajeú do Piauí (PI)","2427"
"2207405","Palmeira do Piauí (PI)","13557"
"2207504","Palmeirais (PI)","6202"
"2207553","Paquetá (PI)","4795"
"2207603","Parnaguá (PI)","3696"
"2207702","Parnaíba (PI)","1552"
"2207751","Passagem Franca do Piauí (PI)","2334"
"2207777","Patos do Piauí (PI)","2733"
"2207793","Pau D'Arco do Piauí (PI)","1375"
"2207801","Paulistana (PI)","3691"
"2207850","Pavussu (PI)","1992"
"2207900","Pedro II (PI)","5256"
"2207934","Pedro Laurentino (PI)","643"
"2207959","Nova Santa Rita (PI)","1283"
"2208007","Picos (PI)","9274"
"2208106","Pimenteiras (PI)","6949"
"2208205","Pio IX (PI)","50615"
"2208304","Piracuruca (PI)","5445"
"2208403","Piripiri (PI)","8017"
"2208502","Porto (PI)","1136"
"2208551","Porto Alegre do Piauí (PI)","3284"
"2208601","Prata do Piauí (PI)","534"
"2208650","Queimada Nova (PI)","2684"
"2208700","Redenção do Gurguéia (PI)","2902"
"2208809","Regeneração (PI)","5270"
"2208858","Riacho Frio (PI)","846"
"2208874","Ribeira do Piauí (PI)","756"
"2208908","Ribeiro Gonçalves (PI)","42851"
"2209005","Rio Grande do Piauí (PI)","4431"
"2209104","Santa Cruz do Piauí (PI)","2987"
"2209153","Santa Cruz dos Milagres (PI)","1853"
"2209203","Santa Filomena (PI)","31577"
"2209302","Santa Luz (PI)","3096"
"2209351","Santana do Piauí (PI)","2066"
"2209377","Santa Rosa do Piauí (PI)","1869"
"2209401","Santo Antônio de Lisboa (PI)","10076"
"2209450","Santo Antônio dos Milagres (PI)","313"
"2209500","Santo Inácio do Piauí (PI)","1636"
"2209559","São Braz do Piauí (PI)","3317"
"2209609","São Félix do Piauí (PI)","1350"
"2209658","São Francisco de Assis do Piauí (PI)","1298"
"2209708","São Francisco do Piauí (PI)","2897"
"2209757","São Gonçalo do Gurguéia (PI)","641"
"2209807","São Gonçalo do Piauí (PI)","1583"
"2209856","São João da Canabrava (PI)","3786"
"2209872","São João da Fronteira (PI)","2980"
"2209906","São João da Serra (PI)","2262"
"2209955","São João da Varjota (PI)","2352"
"2209971","São João do Arraial (PI)","1061"
"2210003","São João do Piauí (PI)","1644"
"2210052","São José do Divino (PI)","1503"
"2210102","São José do Peixe (PI)","1405"
"2210201","São José do Piauí (PI)","7259"
"2210300","São Julião (PI)","7088"
"2210359","São Lourenço do Piauí (PI)","1524"
"2210375","São Luis do Piauí (PI)","1719"
"2210383","São Miguel da Baixa Grande (PI)","694"
"2210391","São Miguel do Fidalgo (PI)","1164"
"2210409","São Miguel do Tapuio (PI)","9635"
"2210508","São Pedro do Piauí (PI)","3261"
"2210607","São Raimundo Nonato (PI)","11689"
"2210623","Sebastião Barros (PI)","1174"
"2210631","Sebastião Leal (PI)","17283"
"2210656","Sigefredo Pacheco (PI)","5091"
"2210706","Simões (PI)","6877"
"2210805","Simplício Mendes (PI)","2156"
"2210904","Socorro do Piauí (PI)","1353"
"2210938","Sussuapara (PI)","1472"
"2210953","Tamboril do Piauí (PI)","2635"
"2210979","Tanque do Piauí (PI)","1098"
"2211001","Teresina (PI)","7114"
"2211100","União (PI)","8620"
"2211209","Uruçuí (PI)","115958"
"2211308","Valença do Piauí (PI)","4514"
"2211357","Várzea Branca (PI)","2714"
"2211407","Várzea Grande (PI)","1127"
"2211506","Vera Mendes (PI)","3100"
"2211605","Vila Nova do Piauí (PI)","5485"
"2211704","Wall Ferraz (PI)","3466"
"2300101","Abaiara (CE)","3010"
"2300150","Acarape (CE)","2892"
"2300200","Acaraú (CE)","27401"
"2300309","Acopiara (CE)","18060"
"2300408","Aiuaba (CE)","14912"
"2300507","Alcântaras (CE)","7070"
"2300606","Altaneira (CE)","2531"
"2300705","Alto Santo (CE)","7692"
"2300754","Amontada (CE)","25155"
"2300804","Antonina do Norte (CE)","1690"
"2300903","Apuiarés (CE)","2435"
"2301000","Aquiraz (CE)","5231"
"2301109","Aracati (CE)","21695"
"2301208","Aracoiaba (CE)","10798"
"2301257","Ararendá (CE)","2102"
"2301307","Araripe (CE)","9979"
"2301406","Aratuba (CE)","4977"
"2301505","Arneiroz (CE)","4979"
"2301604","Assaré (CE)","10522"
"2301703","Aurora (CE)","7426"
"2301802","Baixio (CE)","863"
"2301851","Banabuiú (CE)","1988"
"2301901","Barbalha (CE)","4480"
"2301950","Barreira (CE)","13937"
"2302008","Barro (CE)","2860"
"2302057","Barroquinha (CE)","5170"
"2302107","Baturité (CE)","9505"
"2302206","Beberibe (CE)","43537"
"2302305","Bela Cruz (CE)","37168"
"2302404","Boa Viagem (CE)","43714"
"2302503","Brejo Santo (CE)","11553"
"2302602","Camocim (CE)","12283"
"2302701","Campos Sales (CE)","9139"
"2302800","Canindé (CE)","44157"
"2302909","Capistrano (CE)","7756"
"2303006","Caridade (CE)","8100"
"2303105","Cariré (CE)","9616"
"2303204","Caririaçu (CE)","8640"
"2303303","Cariús (CE)","4217"
"2303402","Carnaubal (CE)","3794"
"2303501","Cascavel (CE)","27684"
"2303600","Catarina (CE)","4361"
"2303659","Catunda (CE)","9931"
"2303709","Caucaia (CE)","14093"
"2303808","Cedro (CE)","5066"
"2303907","Chaval (CE)","3191"
"2303931","Choró (CE)","2201"
"2303956","Chorozinho (CE)","17727"
"2304004","Coreaú (CE)","2706"
"2304103","Crateús (CE)","18371"
"2304202","Crato (CE)","6655"
"2304236","Croatá (CE)","8414"
"2304251","Cruz (CE)","18429"
"2304269","Deputado Irapuan Pinheiro (CE)","4265"
"2304277","Ererê (CE)","747"
"2304285","Eusébio (CE)","689"
"2304301","Farias Brito (CE)","4039"
"2304350","Forquilha (CE)","5340"
"2304400","Fortaleza (CE)","200"
"2304459","Fortim (CE)","11217"
"2304509","Frecheirinha (CE)","4811"
"2304608","General Sampaio (CE)","3051"
"2304657","Graça (CE)","5707"
"2304707","Granja (CE)","21029"
"2304806","Granjeiro (CE)","1974"
"2304905","Groaíras (CE)","2514"
"2304954","Guaiúba (CE)","2910"
"2305001","Guaraciaba do Norte (CE)","14869"
"2305100","Guaramiranga (CE)","2569"
"2305209","Hidrolândia (CE)","15362"
"2305233","Horizonte (CE)","4470"
"2305266","Ibaretama (CE)","4247"
"2305308","Ibiapina (CE)","10839"
"2305332","Ibicuitinga (CE)","5237"
"2305357","Icapuí (CE)","18675"
"2305407","Icó (CE)","19119"
"2305506","Iguatu (CE)","10997"
"2305605","Independência (CE)","6654"
"2305654","Ipaporanga (CE)","3775"
"2305704","Ipaumirim (CE)","1882"
"2305803","Ipu (CE)","14135"
"2305902","Ipueiras (CE)","9793"
"2306009","Iracema (CE)","979"
"2306108","Irauçuba (CE)","10537"
"2306207","Itaiçaba (CE)","1265"
"2306256","Itaitinga (CE)","479"
"2306306","Itapajé (CE)","11541"
"2306405","Itapipoca (CE)","41945"
"2306504","Itapiúna (CE)","5793"
"2306553","Itarema (CE)","26153"
"2306603","Itatira (CE)","16435"
"2306702","Jaguaretama (CE)","3671"
"2306801","Jaguaribara (CE)","1099"
"2306900","Jaguaribe (CE)","2796"
"2307007","Jaguaruana (CE)","10860"
"2307106","Jardim (CE)","5657"
"2307205","Jati (CE)","2988"
"2307254","Jijoca de Jericoacoara (CE)","6789"
"2307304","Juazeiro do Norte (CE)","2637"
"2307403","Jucás (CE)","5286"
"2307502","Lavras da Mangabeira (CE)","5644"
"2307601","Limoeiro do Norte (CE)","11250"
"2307635","Madalena (CE)","13652"
"2307650","Maracanaú (CE)","839"
"2307700","Maranguape (CE)","8048"
"2307809","Marco (CE)","13633"
"2307908","Martinópole (CE)","5102"
"2308005","Massapê (CE)","8048"
"2308104","Mauriti (CE)","27986"
"2308203","Meruoca (CE)","5116"
"2308302","Milagres (CE)","8468"
"2308351","Milhã (CE)","7937"
"2308377","Miraíma (CE)","2563"
"2308401","Missão Velha (CE)","9900"
"2308500","Mombaça (CE)","14652"
"2308609","Monsenhor Tabosa (CE)","5516"
"2308708","Morada Nova (CE)","18092"
"2308807","Moraújo (CE)","1549"
"2308906","Morrinhos (CE)","15499"
"2309003","Mucambo (CE)","6101"
"2309102","Mulungu (CE)","5964"
"2309201","Nova Olinda (CE)","7368"
"2309300","Nova Russas (CE)","2534"
"2309409","Novo Oriente (CE)","13543"
"2309458","Ocara (CE)","22672"
"2309508","Orós (CE)","4529"
"2309607","Pacajus (CE)","14737"
"2309706","Pacatuba (CE)","1436"
"2309805","Pacoti (CE)","5889"
"2309904","Pacujá (CE)","2896"
"2310001","Palhano (CE)","15771"
"2310100","Palmácia (CE)","4249"
"2310209","Paracuru (CE)","9946"
"2310258","Paraipaba (CE)","13922"
"2310308","Parambu (CE)","28441"
"2310407","Paramoti (CE)","9827"
"2310506","Pedra Branca (CE)","17072"
"2310605","Penaforte (CE)","3695"
"2310704","Pentecoste (CE)","5973"
"2310803","Pereiro (CE)","4110"
"2310852","Pindoretama (CE)","3279"
"2310902","Piquet Carneiro (CE)","4095"
"2310951","Pires Ferreira (CE)","6975"
"2311009","Poranga (CE)","1660"
"2311108","Porteiras (CE)","4073"
"2311207","Potengi (CE)","4569"
"2311231","Potiretama (CE)","4497"
"2311264","Quiterianópolis (CE)","11823"
"2311306","Quixadá (CE)","8568"
"2311355","Quixelô (CE)","4262"
"2311405","Quixeramobim (CE)","7585"
"2311504","Quixeré (CE)","3350"
"2311603","Redenção (CE)","8032"
"2311702","Reriutaba (CE)","9514"
"2311801","Russas (CE)","11764"
"2311900","Saboeiro (CE)","4592"
"2311959","Salitre (CE)","15742"
"2312007","Santana do Acaraú (CE)","15929"
"2312106","Santana do Cariri (CE)","11182"
"2312205","Santa Quitéria (CE)","27230"
"2312304","São Benedito (CE)","13438"
"2312403","São Gonçalo do Amarante (CE)","16774"
"2312502","São João do Jaguaribe (CE)","1777"
"2312601","São Luís do Curu (CE)","2269"
"2312700","Senador Pompeu (CE)","10562"
"2312809","Senador Sá (CE)","3589"
"2312908","Sobral (CE)","19640"
"2313005","Solonópole (CE)","6971"
"2313104","Tabuleiro do Norte (CE)","5616"
"2313203","Tamboril (CE)","7331"
"2313252","Tarrafas (CE)","7139"
"2313302","Tauá (CE)","31009"
"2313351","Tejuçuoca (CE)","5715"
"2313401","Tianguá (CE)","11391"
"2313500","Trairi (CE)","30532"
"2313559","Tururu (CE)","7082"
"2313609","Ubajara (CE)","8091"
"2313708","Umari (CE)","1953"
"2313757","Umirim (CE)","4256"
"2313807","Uruburetama (CE)","4994"
"2313906","Uruoca (CE)","9606"
"2313955","Varjota (CE)","5020"
"2314003","Várzea Alegre (CE)","7950"
"2314102","Viçosa do Ceará (CE)","13807"
"2400109","Acari (RN)","241"
"2400208","Açu (RN)","1139"
"2400307","Afonso Bezerra (RN)","380"
"2400406","Água Nova (RN)","395"
"2400505","Alexandria (RN)","557"
"2400604","Almino Afonso (RN)","267"
"2400703","Alto do Rodrigues (RN)","1078"
"2400802","Angicos (RN)","470"
"2400901","Antônio Martins (RN)","501"
"2401008","Apodi (RN)","9801"
"2401107","Areia Branca (RN)","2660"
"2401206","Arês (RN)","4764"
"2401305","Augusto Severo (RN)","1201"
"2401404","Baía Formosa (RN)","18501"
"2401453","Baraúna (RN)","7040"
"2401503","Barcelona (RN)","293"
"2401602","Bento Fernandes (RN)","441"
"2401651","Bodó (RN)","5023"
"2401701","Bom Jesus (RN)","1368"
"2401800","Brejinho (RN)","2998"
"2401859","Caiçara do Norte (RN)","2120"
"2401909","Caiçara do Rio do Vento (RN)","75"
"2402006","Caicó (RN)","235"
"2402105","Campo Redondo (RN)","363"
"2402204","Canguaretama (RN)","9017"
"2402303","Caraúbas (RN)","5089"
"2402402","Carnaúba dos Dantas (RN)","132"
"2402501","Carnaubais (RN)","1959"
"2402600","Ceará-Mirim (RN)","11360"
"2402709","Cerro Corá (RN)","8030"
"2402808","Coronel Ezequiel (RN)","1503"
"2402907","Coronel João Pessoa (RN)","1165"
"2403004","Cruzeta (RN)","125"
"2403103","Currais Novos (RN)","623"
"2403202","Doutor Severiano (RN)","948"
"2403251","Parnamirim (RN)","1409"
"2403301","Encanto (RN)","225"
"2403400","Equador (RN)","377"
"2403509","Espírito Santo (RN)","326"
"2403608","Extremoz (RN)","1478"
"2403707","Felipe Guerra (RN)","228"
"2403756","Fernando Pedroza (RN)","130"
"2403806","Florânia (RN)","1103"
"2403905","Francisco Dantas (RN)","188"
"2404002","Frutuoso Gomes (RN)","474"
"2404101","Galinhos (RN)","2200"
"2404200","Goianinha (RN)","6958"
"2404309","Governador Dix-Sept Rosado (RN)","408"
"2404408","Grossos (RN)","33"
"2404507","Guamaré (RN)","1495"
"2404606","Ielmo Marinho (RN)","1902"
"2404705","Ipanguaçu (RN)","3047"
"2404804","Ipueira (RN)","34"
"2404853","Itajá (RN)","121"
"2404903","Itaú (RN)","385"
"2405009","Jaçanã (RN)","1713"
"2405108","Jandaíra (RN)","729"
"2405207","Janduís (RN)","24"
"2405306","Januário Cicco (RN)","5492"
"2405405","Japi (RN)","2647"
"2405504","Jardim de Angicos (RN)","440"
"2405603","Jardim de Piranhas (RN)","159"
"2405702","Jardim do Seridó (RN)","332"
"2405801","João Câmara (RN)","5208"
"2405900","João Dias (RN)","484"
"2406007","José da Penha (RN)","647"
"2406106","Jucurutu (RN)","500"
"2406155","Jundiá (RN)","559"
"2406205","Lagoa d'Anta (RN)","1092"
"2406304","Lagoa de Pedras (RN)","1601"
"2406403","Lagoa de Velhos (RN)","1186"
"2406502","Lagoa Nova (RN)","6131"
"2406601","Lagoa Salgada (RN)","3209"
"2406700","Lajes (RN)","210"
"2406809","Lajes Pintadas (RN)","1276"
"2406908","Lucrécia (RN)","348"
"2407005","Luís Gomes (RN)","1928"
"2407104","Macaíba (RN)","15819"
"2407203","Macau (RN)","515"
