"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias"
"Variável - Área colhida (Hectares)"
"Cód.","Município","Ano x Produto das lavouras temporárias"
"Cód.","Município","2010"
"Cód.","Município","Algodão herbáceo (em caroço)","Cana-de-açúcar","Milho (em grão)","Soja (em grão)"
"2103125","Central do Maranhão (MA)","-","21","92","-"
"2103158","Centro do Guilherme (MA)","-","-","1100","-"
"2103174","Centro Novo do Maranhão (MA)","-","-","1600","-"
"2103208","Chapadinha (MA)","-","60","3800","2570"
"2103257","Cidelândia (MA)","-","-","305","-"
"2103307","Codó (MA)","-","1258","5235","-"
"2103406","Coelho Neto (MA)","-","7425","1233","-"
"2103505","Colinas (MA)","-","58","4610","-"
"2103554","Conceição do Lago-Açu (MA)","-","-","350","-"
"2103604","Coroatá (MA)","-","7","4854","-"
"2103703","Cururupu (MA)","-","-","45","-"
"2103752","Davinópolis (MA)","-","-","510","-"
"2103802","Dom Pedro (MA)","-","29","442","-"
"2103901","Duque Bacelar (MA)","-","382","40","-"
"2104008","Esperantinópolis (MA)","-","27","1028","-"
"2104057","Estreito (MA)","-","-","1990","150"
"2104073","Feira Nova do Maranhão (MA)","-","-","918","92"
"2104081","Fernando Falcão (MA)","-","29","1084","-"
"2104099","Formosa da Serra Negra (MA)","-","1","1734","1264"
"2104107","Fortaleza dos Nogueiras (MA)","-","10","918","22050"
"2104206","Fortuna (MA)","-","29","4670","-"
"2104305","Godofredo Viana (MA)","-","-","80","-"
"2104404","Gonçalves Dias (MA)","-","11","2130","-"
"2104503","Governador Archer (MA)","-","5","1044","-"
"2104552","Governador Edison Lobão (MA)","-","-","260","-"
"2104602","Governador Eugênio Barros (MA)","-","-","2708","-"
"2104628","Governador Luiz Rocha (MA)","-","-","1754","-"
"2104651","Governador Newton Bello (MA)","-","-","1150","-"
"2104677","Governador Nunes Freire (MA)","-","-","485","-"
"2104701","Graça Aranha (MA)","-","5","1050","-"
"2104800","Grajaú (MA)","-","5","5400","4200"
"2104909","Guimarães (MA)","-","54","283","-"
"2105005","Humberto de Campos (MA)","-","-","623","-"
"2105104","Icatu (MA)","-","-","210","-"
"2105153","Igarapé do Meio (MA)","-","-","380","-"
"2105203","Igarapé Grande (MA)","-","-","1148","-"
"2105302","Imperatriz (MA)","-","1","251","-"
"2105351","Itaipava do Grajaú (MA)","-","8","153","-"
"2105401","Itapecuru Mirim (MA)","-","-","4177","-"
"2105427","Itinga do Maranhão (MA)","-","-","3199","-"
"2105450","Jatobá (MA)","-","-","2554","-"
"2105476","Jenipapo dos Vieiras (MA)","-","10","1808","-"
"2105500","João Lisboa (MA)","-","-","280","-"
"2105609","Joselândia (MA)","-","-","3023","-"
"2105658","Junco do Maranhão (MA)","-","-","200","-"
"2105708","Lago da Pedra (MA)","-","-","2900","-"
"2105807","Lago do Junco (MA)","-","51","963","-"
"2105906","Lago Verde (MA)","-","-","980","-"
"2105922","Lagoa do Mato (MA)","-","20","1050","-"
"2105948","Lago dos Rodrigues (MA)","-","165","1488","-"
"2105963","Lagoa Grande do Maranhão (MA)","-","-","2698","-"
"2105989","Lajeado Novo (MA)","-","-","-","-"
"2106003","Lima Campos (MA)","-","15","485","-"
"2106102","Loreto (MA)","-","2","11764","15309"
"2106201","Luís Domingues (MA)","-","-","70","-"
"2106300","Magalhães de Almeida (MA)","-","-","1890","980"
"2106326","Maracaçumé (MA)","-","-","400","-"
"2106359","Marajá do Sena (MA)","-","-","2330","-"
"2106375","Maranhãozinho (MA)","-","10","800","-"
"2106409","Mata Roma (MA)","-","85","3160","3700"
"2106508","Matinha (MA)","-","-","1289","-"
"2106607","Matões (MA)","-","50","2175","-"
"2106631","Matões do Norte (MA)","-","-","1449","-"
"2106672","Milagres do Maranhão (MA)","-","122","1450","2950"
"2106706","Mirador (MA)","-","275","1805","2900"
"2106755","Miranda do Norte (MA)","-","-","280","-"
"2106805","Mirinzal (MA)","-","19","292","-"
"2106904","Monção (MA)","-","10","1832","-"
"2107001","Montes Altos (MA)","-","-","300","-"
"2107100","Morros (MA)","-","-","147","-"
"2107209","Nina Rodrigues (MA)","-","-","867","-"
"2107258","Nova Colinas (MA)","-","7","306","4368"
"2107308","Nova Iorque (MA)","-","-","400","-"
"2107357","Nova Olinda do Maranhão (MA)","-","-","1100","-"
"2107407","Olho d'Água das Cunhãs (MA)","-","-","550","-"
"2107456","Olinda Nova do Maranhão (MA)","-","-","1416","-"
"2107506","Paço do Lumiar (MA)","-","-","-","-"
"2107605","Palmeirândia (MA)","-","20","1035","-"
"2107704","Paraibano (MA)","-","50","1050","-"
"2107803","Parnarama (MA)","-","171","3782","-"
"2107902","Passagem Franca (MA)","-","70","1260","-"
"2108009","Pastos Bons (MA)","-","70","1300","2500"
"2108058","Paulino Neves (MA)","-","-","1352","-"
"2108108","Paulo Ramos (MA)","-","2","2680","-"
"2108207","Pedreiras (MA)","-","28","742","-"
"2108256","Pedro do Rosário (MA)","-","-","978","-"
"2108306","Penalva (MA)","-","3","2802","-"
"2108405","Peri Mirim (MA)","-","20","378","-"
"2108454","Peritoró (MA)","-","8","1450","-"
"2108504","Pindaré-Mirim (MA)","-","-","180","-"
"2108603","Pinheiro (MA)","-","19","973","-"
"2108702","Pio XII (MA)","-","-","755","-"
"2108801","Pirapemas (MA)","-","-","2769","-"
"2108900","Poção de Pedras (MA)","-","-","4244","-"
"2109007","Porto Franco (MA)","-","1000","785","-"
"2109056","Porto Rico do Maranhão (MA)","-","-","55","-"
"2109106","Presidente Dutra (MA)","-","55","3432","-"
"2109205","Presidente Juscelino (MA)","-","-","91","-"
"2109239","Presidente Médici (MA)","-","-","240","-"
"2109270","Presidente Sarney (MA)","-","39","1142","-"
"2109304","Presidente Vargas (MA)","-","-","155","-"
"2109403","Primeira Cruz (MA)","-","-","231","-"
"2109452","Raposa (MA)","-","-","-","-"
"2109502","Riachão (MA)","130","10","1470","33163"
"2109551","Ribamar Fiquene (MA)","-","1300","600","-"
"2109601","Rosário (MA)","-","-","776","-"
"2109700","Sambaíba (MA)","-","13","510","41234"
"2109759","Santa Filomena do Maranhão (MA)","-","-","2107","-"
"2109809","Santa Helena (MA)","-","-","493","-"
"2109908","Santa Inês (MA)","-","-","300","-"
"2110005","Santa Luzia (MA)","-","10","22000","-"
"2110039","Santa Luzia do Paruá (MA)","-","-","1250","-"
"2110104","Santa Quitéria do Maranhão (MA)","-","160","954","2992"
"2110203","Santa Rita (MA)","-","-","416","-"
"2110237","Santana do Maranhão (MA)","-","-","1365","-"
"2110278","Santo Amaro do Maranhão (MA)","-","-","70","-"
"2110302","Santo Antônio dos Lopes (MA)","-","87","1628","-"
"2110401","São Benedito do Rio Preto (MA)","-","16","970","440"
"2110500","São Bento (MA)","-","-","1116","-"
"2110609","São Bernardo (MA)","-","160","1484","-"
"2110658","São Domingos do Azeitão (MA)","-","60","14500","14153"
"2110708","São Domingos do Maranhão (MA)","-","-","6507","-"
"2110807","São Félix de Balsas (MA)","-","-","700","500"
"2110856","São Francisco do Brejão (MA)","-","-","242","-"
"2110906","São Francisco do Maranhão (MA)","-","1","1015","-"
"2111003","São João Batista (MA)","-","3","504","-"
"2111029","São João do Carú (MA)","-","10","4150","-"
"2111052","São João do Paraíso (MA)","-","2","1664","-"
"2111078","São João do Soter (MA)","-","10","2528","-"
"2111102","São João dos Patos (MA)","-","15","950","-"
"2111201","São José de Ribamar (MA)","-","-","-","-"
"2111250","São José dos Basílios (MA)","-","76","2440","-"
"2111300","São Luís (MA)","-","11","-","-"
"2111409","São Luís Gonzaga do Maranhão (MA)","-","-","2780","-"
"2111508","São Mateus do Maranhão (MA)","-","-","1500","-"
"2111532","São Pedro da Água Branca (MA)","-","-","-","-"
"2111573","São Pedro dos Crentes (MA)","-","-","765","1210"
"2111607","São Raimundo das Mangabeiras (MA)","-","20000","2244","30839"
"2111631","São Raimundo do Doca Bezerra (MA)","-","-","1587","-"
"2111672","São Roberto (MA)","-","-","91","-"
"2111706","São Vicente Ferrer (MA)","-","-","1111","-"
"2111722","Satubinha (MA)","-","-","508","-"
"2111748","Senador Alexandre Costa (MA)","-","-","2505","-"
"2111763","Senador La Rocque (MA)","-","-","1014","-"
"2111789","Serrano do Maranhão (MA)","-","-","522","-"
"2111805","Sítio Novo (MA)","-","2","1111","-"
"2111904","Sucupira do Norte (MA)","-","80","900","1200"
"2111953","Sucupira do Riachão (MA)","-","30","460","-"
"2112001","Tasso Fragoso (MA)","5900","-","3060","104759"
"2112100","Timbiras (MA)","-","11","3207","-"
"2112209","Timon (MA)","-","230","2800","-"
"2112233","Trizidela do Vale (MA)","-","38","492","-"
"2112274","Tufilândia (MA)","-","-","330","-"
"2112308","Tuntum (MA)","-","723","4763","-"
"2112407","Turiaçu (MA)","-","5","4216","-"
"2112456","Turilândia (MA)","-","5","1203","-"
"2112506","Tutóia (MA)","-","-","2916","-"
"2112605","Urbano Santos (MA)","-","16","1300","450"
"2112704","Vargem Grande (MA)","-","-","3643","-"
"2112803","Viana (MA)","-","1","2243","-"
"2112852","Vila Nova dos Martírios (MA)","-","-","356","-"
"2112902","Vitória do Mearim (MA)","-","3","254","-"
"2113009","Vitorino Freire (MA)","-","3","2887","-"
"2114007","Zé Doca (MA)","-","-","5000","-"
"2200053","Acauã (PI)","-","4","3550","-"
"2200103","Agricolândia (PI)","-","-","900","-"
"2200202","Água Branca (PI)","-","-","578","-"
"2200251","Alagoinha do Piauí (PI)","-","-","1980","-"
"2200277","Alegrete do Piauí (PI)","-","-","294","-"
"2200301","Alto Longá (PI)","-","30","94","-"
"2200400","Altos (PI)","-","10","1352","-"
"2200459","Alvorada do Gurguéia (PI)","-","74","1205","2530"
"2200509","Amarante (PI)","-","100","2000","-"
"2200608","Angical do Piauí (PI)","-","10","800","-"
"2200707","Anísio de Abreu (PI)","-","-","2610","-"
"2200806","Antônio Almeida (PI)","-","-","700","3400"
"2200905","Aroazes (PI)","-","-","925","-"
"2200954","Aroeiras do Itaim (PI)","-","-","1670","-"
"2201002","Arraial (PI)","-","-","513","-"
"2201051","Assunção do Piauí (PI)","-","20","2670","-"
"2201101","Avelino Lopes (PI)","-","-","500","-"
"2201150","Baixa Grande do Ribeiro (PI)","933","7","8789","73761"
"2201176","Barra D'Alcântara (PI)","-","-","700","-"
"2201200","Barras (PI)","-","120","2313","-"
"2201309","Barreiras do Piauí (PI)","-","5","220","-"
"2201408","Barro Duro (PI)","-","79","450","-"
"2201507","Batalha (PI)","-","35","2300","-"
"2201556","Bela Vista do Piauí (PI)","-","-","989","-"
"2201572","Belém do Piauí (PI)","2","-","1100","-"
"2201606","Beneditinos (PI)","-","-","640","-"
"2201705","Bertolínia (PI)","-","-","448","-"
"2201739","Betânia do Piauí (PI)","200","9","3590","-"
"2201770","Boa Hora (PI)","-","720","110","-"
"2201804","Bocaina (PI)","-","2","897","-"
"2201903","Bom Jesus (PI)","-","20","2910","34635"
"2201919","Bom Princípio do Piauí (PI)","-","-","2720","-"
"2201929","Bonfim do Piauí (PI)","-","-","1260","-"
"2201945","Boqueirão do Piauí (PI)","-","-","386","-"
"2201960","Brasileira (PI)","-","-","487","-"
"2201988","Brejo do Piauí (PI)","-","-","1200","-"
"2202000","Buriti dos Lopes (PI)","-","-","882","-"
"2202026","Buriti dos Montes (PI)","-","-","2290","-"
"2202059","Cabeceiras do Piauí (PI)","-","-","-","-"
"2202075","Cajazeiras do Piauí (PI)","-","-","490","-"
"2202083","Cajueiro da Praia (PI)","-","-","570","-"
"2202091","Caldeirão Grande do Piauí (PI)","-","14","2710","-"
"2202109","Campinas do Piauí (PI)","-","-","872","-"
"2202117","Campo Alegre do Fidalgo (PI)","-","-","322","-"
"2202133","Campo Grande do Piauí (PI)","-","-","679","-"
"2202174","Campo Largo do Piauí (PI)","-","-","345","-"
"2202208","Campo Maior (PI)","-","-","1309","-"
"2202251","Canavieira (PI)","-","-","860","-"
"2202307","Canto do Buriti (PI)","-","60","8000","-"
"2202406","Capitão de Campos (PI)","-","42","730","-"
"2202455","Capitão Gervásio Oliveira (PI)","-","-","598","-"
"2202505","Caracol (PI)","-","-","3518","-"
"2202539","Caraúbas do Piauí (PI)","-","-","539","-"
"2202554","Caridade do Piauí (PI)","-","-","1500","-"
"2202604","Castelo do Piauí (PI)","-","280","1098","-"
"2202653","Caxingó (PI)","-","-","455","-"
"2202703","Cocal (PI)","-","20","4646","-"
"2202711","Cocal de Telha (PI)","-","-","265","-"
"2202729","Cocal dos Alves (PI)","-","-","705","-"
"2202737","Coivaras (PI)","-","15","148","-"
"2202752","Colônia do Gurguéia (PI)","-","16","275","-"
"2202778","Colônia do Piauí (PI)","-","-","954","-"
"2202802","Conceição do Canindé (PI)","-","-","97","-"
"2202851","Coronel José Dias (PI)","-","-","648","-"
"2202901","Corrente (PI)","-","20","2500","1547"
"2203008","Cristalândia do Piauí (PI)","-","11","1000","580"
"2203107","Cristino Castro (PI)","-","20","400","-"
"2203206","Curimatá (PI)","-","-","800","-"
"2203230","Currais (PI)","-","25","1290","21194"
"2203255","Curralinhos (PI)","-","-","260","-"
"2203271","Curral Novo do Piauí (PI)","-","-","1100","-"
"2203305","Demerval Lobão (PI)","-","11","701","-"
"2203354","Dirceu Arcoverde (PI)","-","-","744","-"
"2203404","Dom Expedito Lopes (PI)","-","14","561","-"
"2203420","Domingos Mourão (PI)","-","-","313","-"
"2203453","Dom Inocêncio (PI)","-","-","2805","-"
"2203503","Elesbão Veloso (PI)","-","-","2540","-"
"2203602","Eliseu Martins (PI)","-","-","1350","-"
"2203701","Esperantina (PI)","-","-","2200","-"
"2203750","Fartura do Piauí (PI)","-","-","659","-"
"2203800","Flores do Piauí (PI)","-","-","1200","-"
"2203859","Floresta do Piauí (PI)","-","-","396","-"
"2203909","Floriano (PI)","-","-","1730","-"
"2204006","Francinópolis (PI)","-","-","510","-"
"2204105","Francisco Ayres (PI)","-","-","1202","-"
"2204154","Francisco Macedo (PI)","-","-","945","-"
"2204204","Francisco Santos (PI)","-","-","425","-"
"2204303","Fronteiras (PI)","30","-","4240","-"
"2204352","Geminiano (PI)","-","-","485","-"
"2204402","Gilbués (PI)","600","-","2100","13175"
"2204501","Guadalupe (PI)","-","-","50","-"
"2204550","Guaribas (PI)","-","6","1146","-"
"2204600","Hugo Napoleão (PI)","-","-","520","-"
"2204659","Ilha Grande (PI)","-","20","50","-"
"2204709","Inhuma (PI)","-","450","1232","-"
"2204808","Ipiranga do Piauí (PI)","-","144","450","-"
"2204907","Isaías Coelho (PI)","10","-","2800","-"
"2205003","Itainópolis (PI)","15","-","3800","-"
"2205102","Itaueira (PI)","-","-","6480","-"
"2205151","Jacobina do Piauí (PI)","100","-","1800","-"
"2205201","Jaicós (PI)","-","-","3685","-"
"2205250","Jardim do Mulato (PI)","-","5","300","-"
"2205276","Jatobá do Piauí (PI)","-","-","805","-"
"2205300","Jerumenha (PI)","-","-","220","-"
"2205359","João Costa (PI)","-","-","836","-"
"2205409","Joaquim Pires (PI)","-","-","1340","-"
"2205458","Joca Marques (PI)","-","-","350","-"
"2205508","José de Freitas (PI)","-","3645","1450","-"
"2205516","Juazeiro do Piauí (PI)","-","-","530","-"
"2205524","Júlio Borges (PI)","-","-","690","-"
"2205532","Jurema (PI)","-","-","2899","-"
"2205540","Lagoinha do Piauí (PI)","-","-","860","-"
"2205557","Lagoa Alegre (PI)","-","-","-","-"
"2205565","Lagoa do Barro do Piauí (PI)","-","-","724","-"
"2205573","Lagoa de São Francisco (PI)","-","-","273","-"
"2205581","Lagoa do Piauí (PI)","-","-","301","-"
"2205599","Lagoa do Sítio (PI)","-","-","3627","-"
"2205607","Landri Sales (PI)","-","2","3900","5000"
"2205706","Luís Correia (PI)","-","-","2590","-"
"2205805","Luzilândia (PI)","-","-","2200","-"
"2205854","Madeiro (PI)","-","-","198","-"
"2205904","Manoel Emídio (PI)","-","12","3155","-"
"2205953","Marcolândia (PI)","7","-","400","-"
"2206001","Marcos Parente (PI)","-","-","436","-"
"2206050","Massapê do Piauí (PI)","-","-","1500","-"
"2206100","Matias Olímpio (PI)","-","-","500","-"
"2206209","Miguel Alves (PI)","-","28","1680","-"
"2206308","Miguel Leão (PI)","-","-","412","-"
"2206357","Milton Brandão (PI)","-","8","145","-"
"2206407","Monsenhor Gil (PI)","-","13","1232","-"
"2206506","Monsenhor Hipólito (PI)","-","-","552","-"
"2206605","Monte Alegre do Piauí (PI)","-","16","1600","10791"
"2206654","Morro Cabeça no Tempo (PI)","-","-","450","-"
"2206670","Morro do Chapéu do Piauí (PI)","-","-","860","-"
"2206696","Murici dos Portelas (PI)","-","-","938","-"
"2206704","Nazaré do Piauí (PI)","-","4","1050","-"
"2206720","Nazária (PI)","-","205","616","-"
"2206753","Nossa Senhora de Nazaré (PI)","-","-","247","-"
"2206803","Nossa Senhora dos Remédios (PI)","-","-","621","-"
"2206902","Novo Oriente do Piauí (PI)","-","20","1370","-"
"2206951","Novo Santo Antônio (PI)","-","-","655","-"
"2207009","Oeiras (PI)","-","-","2044","-"
"2207108","Olho D'Água do Piauí (PI)","-","-","950","-"
"2207207","Padre Marcos (PI)","75","-","1870","-"
"2207306","Paes Landim (PI)","-","-","724","-"
"2207355","Pajeú do Piauí (PI)","-","13","1100","-"
"2207405","Palmeira do Piauí (PI)","-","370","1550","10460"
"2207504","Palmeirais (PI)","-","6","2081","-"
"2207553","Paquetá (PI)","-","40","550","-"
"2207603","Parnaguá (PI)","-","25","2250","-"
"2207702","Parnaíba (PI)","-","-","229","-"
"2207751","Passagem Franca do Piauí (PI)","-","-","480","-"
"2207777","Patos do Piauí (PI)","-","-","910","-"
"2207793","Pau D'Arco do Piauí (PI)","-","-","415","-"
"2207801","Paulistana (PI)","205","-","2000","-"
"2207850","Pavussu (PI)","-","20","800","-"
"2207900","Pedro II (PI)","-","54","507","-"
"2207934","Pedro Laurentino (PI)","-","-","418","-"
"2207959","Nova Santa Rita (PI)","-","-","908","-"
"2208007","Picos (PI)","-","17","1926","-"
"2208106","Pimenteiras (PI)","-","-","1508","-"
"2208205","Pio IX (PI)","50","-","910","-"
"2208304","Piracuruca (PI)","-","-","686","-"
"2208403","Piripiri (PI)","-","20","339","-"
"2208502","Porto (PI)","-","-","498","-"
"2208551","Porto Alegre do Piauí (PI)","-","-","215","1400"
"2208601","Prata do Piauí (PI)","-","-","140","-"
"2208650","Queimada Nova (PI)","-","8","1260","-"
"2208700","Redenção do Gurguéia (PI)","-","35","300","982"
"2208809","Regeneração (PI)","-","18","1200","600"
"2208858","Riacho Frio (PI)","-","5","495","-"
"2208874","Ribeira do Piauí (PI)","-","-","352","-"
"2208908","Ribeiro Gonçalves (PI)","-","55","5697","34133"
"2209005","Rio Grande do Piauí (PI)","-","13","2000","-"
"2209104","Santa Cruz do Piauí (PI)","-","-","1327","-"
"2209153","Santa Cruz dos Milagres (PI)","-","-","440","-"
"2209203","Santa Filomena (PI)","314","50","752","25405"
"2209302","Santa Luz (PI)","-","-","2000","-"
"2209351","Santana do Piauí (PI)","-","-","285","-"
"2209377","Santa Rosa do Piauí (PI)","-","-","1142","-"
"2209401","Santo Antônio de Lisboa (PI)","-","-","255","-"
"2209450","Santo Antônio dos Milagres (PI)","-","-","90","-"
"2209500","Santo Inácio do Piauí (PI)","-","-","-","-"
"2209559","São Braz do Piauí (PI)","-","4","1246","-"
"2209609","São Félix do Piauí (PI)","-","-","364","-"
"2209658","São Francisco de Assis do Piauí (PI)","-","-","498","-"
"2209708","São Francisco do Piauí (PI)","-","-","1397","-"
"2209757","São Gonçalo do Gurguéia (PI)","-","-","300","-"
"2209807","São Gonçalo do Piauí (PI)","-","-","486","-"
"2209856","São João da Canabrava (PI)","-","5","770","-"
"2209872","São João da Fronteira (PI)","-","-","301","-"
"2209906","São João da Serra (PI)","-","-","1112","-"
"2209955","São João da Varjota (PI)","-","10","986","-"
"2209971","São João do Arraial (PI)","-","-","381","-"
"2210003","São João do Piauí (PI)","-","-","817","-"
"2210052","São José do Divino (PI)","-","-","136","-"
"2210102","São José do Peixe (PI)","-","-","675","-"
"2210201","São José do Piauí (PI)","-","-","1875","-"
